,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,target
F1370,0.317247162689258,0.615477624445194,0.758688276030872,0.404024674999957,0.577584539719528,0.496633769326164,0.436621769561274,0.592275088530613,0.811390363574437,0.497199070613193,0.207555469852909
F1787,0.426920457333111,0.665893879649484,0.610512016163791,0.420673355149464,0.50788451678248,0.469792464507671,0.552388480941783,0.717312905550416,0.7261267114404,0.543186061331973,-0.0307621348323085
F1480,0.429270146963077,0.827263960513781,0.53966355140857,0.613799403179485,1,0.555885133418847,0.719563755843414,0.687427041991767,0.498719799006899,0.316819996583784,-0.600936971307393
F2491,0.407152511557041,0.558344973507346,0.869918849949296,0.628972270593231,0.633248374660179,0.592911475028112,0.523235222208987,0.451484270786128,0.615696272491517,0.368823619073532,-0.190232697252555
F1174,0.592573082548253,0.662725790578262,0.517512091671538,0.644072707889964,0.773809074485688,0.616022374614529,0.256371422999879,0.522629761703625,0.546252337511203,0.314366004256162,-0.346896946519204
F2972,0.363737372119566,0.774653736144193,0.621169442671597,0.555091050549421,0.79637675528814,0.468500556561337,0.544418419757294,0.531041366032797,0.585472551282078,0.614947425041419,0.35490675419458
F21,0.530860612881229,0.854696575510515,0.578079970793663,0.587014915872206,0.807822664927441,0.536300787868235,0.282583726852566,0.407673651904437,0.588937580022894,0.236767851379061,0.975353860601346
F3051,0.473812026418992,0.512275156853814,0.591692433231179,0.878872904957658,0.568623788174747,0.450004511644571,0.408132316306576,0.592360064349015,0.553286848779087,0.298607205954337,-0.712218941496473
F2799,0.412929781755784,0.590159422697016,0.513103201447388,0.833735349616239,0.427923417540235,0.729821020013504,0.655018540828997,0.296502106088372,0.473682759595094,0.424575694400941,-0.834401407515677
F3116,0.684477863950179,0.509980181254305,0.677499338729472,0.607203039670331,0.537863125548504,0.551205158666877,0.313923959434964,0.355064178143939,0.549492595913748,0.383966965518908,0.933717380427331
F2320,0.310160528513301,0.530204803267194,0.603028350027706,0.4946519831574,0.634197686981734,0.49123508109822,0.439814498785916,0.621881421468363,0.60565889377293,0.497583366889149,0.500496101267037
F1894,0.380689749659381,0.6509453640319,0.328723234891277,0.810675124466288,0.394446331398284,0.744543974222719,0.557472271128908,0.374226567236189,0.655730749646287,0.440093342791839,0.228417487818401
F2656,0.467799769586983,0.739981385890048,0.545188097310383,0.560871598736132,0.452676314655638,0.396300739636268,0.317634165476422,0.480492646693888,0.537771929526994,0.301947694777123,1.70536293230172
F3002,0.164610153039873,0.512702816074457,0.533362401947844,0.482649656353807,0.641530008818228,0.595872188797121,0.375990013745207,0.297865112393231,0.633491943903275,0.353073270708622,-1.53548584019572
F738,0.316324205194896,0.57312993973159,0.478634744867406,0.590957917761013,0.709123452760471,0.533872962009153,0.600143761192396,0.573964934883815,0.56614009173101,0.36394168069665,-0.589854074075512
F2637,0.787501314019471,0.546917888642606,0.619627666922888,0.252763454314548,0.72925592450422,0.692201045563023,0.763616098448559,0.344584663150572,0.608976891699842,0.359775834841261,0.214741315848891
F1298,0.715627466975993,0.432931958931935,0.429732706657152,0.301650892745974,0.545600096152054,0.725574289821614,0.509498711076524,0.308410186420866,0.553158320164662,0.358403445917318,0.102279730047064
F2097,0.297170023564463,0.858778452743802,0.520374102971609,0.310763529247711,0.637596337094618,0.507002945771855,0.293495069850886,0.310177087688488,0.555774398632715,0.672070660706332,1.49324786070841
F573,0.755100511494247,0.698407685465378,0.81865625615518,0.719847858978961,0.545612064717629,0.526734252294853,0.351210510623856,0.529583427191231,0.700714541891377,0.510875235684202,-0.865808049903119
F457,0.785274889532488,0.462781230904127,0.67359723204559,0.384101029209078,0.640129914210825,0.575817125861123,0.817235574562615,0.302375439500431,0.609356819773414,0.280917061932457,0.489038857848528
F1581,0.202804255991534,0.448500097170452,0.453764676467663,0.426315547836898,0.686337085992108,0.485462291717337,0.489765699933458,0.53758120003589,0.631632729023677,0.351352147282725,1.12264729225573
F2518,0.226198427731254,0.485839201921391,0.649060259017816,0.452445004409206,0.559519790800717,0.517979955034937,0.523930813965344,0.370747604510543,0.567603614951127,0.259955374151348,0.924662983733274
F847,0.605586156905378,0.853794739784014,0.68951322057289,0.665149041352767,0.737037560430218,0.468483127449435,0.539936658391904,0.669455333867962,0.476606840697561,0.480103698881159,0.380734574084874
F1172,0.191341927137327,0.273600048978914,0.55116542392356,0.640649800354278,0.571361434275159,0.571521620769581,0.524026168838793,0.462928644382222,0.500480046538555,0.430014371562919,-0.430469625425845
F2343,0.30677935364173,0.606521571459718,0.368383394010078,0.524281169760838,0.52312106837021,0.369486011382296,0.428745616131753,0.535066143884728,0.495565373494429,0.366424169179644,-0.0103043989018433
F1427,0.244167761557345,0.499995316992847,0.380446055115029,0.43388939193815,0.545211127956462,0.629909388026922,0.424215769472583,0.569006509326602,0.631142659527352,0.390718554661349,-0.181269659342608
F2575,0.397382507872706,0.736444671010809,0.39138735959286,0.547680380944479,0.621102672489941,0.607917723186226,0.374174306291023,0.662770522976562,0.628201940472413,0.456530835438923,1.57913096551809
F2040,0.327287838540914,0.702585088602325,0.530467084354547,0.539512161597364,0.557941517252419,0.639216693316502,0.527595530592756,0.438162654372498,0.90520535080696,0.285479460547644,0.507791799424623
F3214,0.305261755253391,0.571891910312621,0.493153100635062,0.774102795409584,0.32294888746167,0.646920442566143,0.724290750230103,0.426677913510175,0.332102427909092,0.718857170981898,-0.642547554187411
F1910,0.138533809296299,0.273885454660431,0.566977695482617,0.510586202602111,0.714488515880256,0.419828571186886,0.455408531070627,0.478373052644985,0.630212124015964,0.345419812531018,0.489870809683775
F169,0.303588463563832,0.432543699940933,0.769895202228713,0.760021936487643,0.427200155531903,0.596398200107133,0.687713216324587,0.428517728038927,0.492292461385594,0.414668051503707,1.32365552391763
F474,0.559972229397178,0.170258002556376,0.469534858268582,0.431689961953635,0.622079569759484,0.492001973196218,0.644243074876256,0.510096840068429,0.451515017346882,0.569898306890278,-1.45534467262927
F3163,0.247089146371922,0.659270606902399,0.615277857757492,0.443474316627096,0.422321622607754,0.353383111203748,0.525187309793354,0.582864686170362,0.614768393654553,0.502381457891976,-0.537842570449193
F1839,0.754845648058872,0.598161602862286,0.521826425640785,0.453512295590208,0.829571991208455,0.595329079664849,0.440644326102355,0.671670801500912,0.5252357366965,0.263273200621426,0.0188942327492823
F391,0.284554785166849,0.642021502504863,0.647370565104598,0.380248180668772,0.660392507178183,0.587861706222542,0.478176595987157,0.621453434573983,0.563800530138129,0.661805000809651,0.466780316135756
F659,0.294089500571971,0.479074712776968,0.683803512151431,0.5639823482053,0.703570813255881,0.496384955361165,0.479956826977486,0.547583842436903,0.607858857173406,0.409774057536111,-0.936310322770716
F2874,0.436167449374717,0.774636158433775,0.42844515888893,0.568654737279986,0.585942939586282,0.44525046042984,0.627105288248792,0.557710510698361,0.433899066136438,0.243238712442142,-1.97990227732647
F715,0.201451935124577,0.708753641699486,0.620890297414297,0.453947675224619,0.696259384650165,0.574274765314842,0.577830663075957,0.243785347656439,0.690708083533574,0.432946380790371,1.34983038570429
F1847,0.468875277958688,0.66279461821654,0.58129894960529,0.614798458634312,0.500263451407967,0.710404249819806,0.540117819845736,0.691400369303084,0.671482928592862,0.328192292308768,1.50622913403635
F1069,0.220004363008781,0.551885249547053,0.622028906037271,0.487497273486075,0.692102135589109,0.561076414084941,0.405587043410917,0.587416400548769,0.52762591518108,0.490692419321909,0.481870510381197
F3074,0.509080359174488,0.679828893347889,0.726136052350889,0.663557931339736,0.787783776960632,0.574269144526363,0.221943235854273,0.425013138502321,0.569939243818733,0.266873495864653,-0.175088831393752
F2427,0.207192903308333,0.347463593322491,0.751574601753326,0.552604884468192,0.74074308406284,0.40056710060875,0.512725550353757,0.50726898249653,0.634439668824816,0.379664555369908,1.29800381973536
F2661,0.161319421725203,0.549864984349817,0.246074808373409,0.570847234863455,0.681510690335416,0.590240401233639,0.780071688504925,0.472613580649655,0.592039775273871,0.21098561797523,0.515413705842351
F2592,0.344475981755199,0.521186691781711,0.661566547122987,0.420828779325173,0.535732387579016,0.719435623677847,0.344981606021845,0.605498326841918,0.645627883552283,0.243655710478783,-0.396354847321589
F1537,0.414711224398946,0.744513614230558,0.722447228413932,0.526541032408042,0.672029101179194,0.800036416029802,0.460602782438432,0.466424170410833,0.500484007402219,0.155594172927821,1.06962565915585
F414,0.360182215677862,0.723571538496861,0.403876378042573,0.424955072149027,0.530869383642905,0.501287545502298,0.544811999894481,0.589978010682516,0.444584826666908,0.34120310540924,0.921509206850682
F1354,0.270462729985987,0.276198822891005,0.621050745677398,0.53259921239971,0.620367609339014,0.545206663819989,0.516963825481346,0.579140608747149,0.681669679529773,0.329522690359279,-0.325685618952465
F2504,0.259176817380355,0.598918715592159,0.383863206188552,0.358597286943229,0.379548515840543,0.376529068662282,0.569121479509519,0.559138696157046,0.608819189267938,0.296302419439647,-0.314966489628789
F196,0.201611143148543,0.428031981266638,0.617702982120604,0.460164220257411,0.617500946475178,0.554372708562597,0.516473950945361,0.484476453092158,0.557823793658667,0.392347637642241,-1.96122941378216
F1348,0.216038686753151,0.541682831548294,0.590342766196491,0.527175941711193,0.722858862638922,0.524339254705074,0.438969068742644,0.383884946796619,0.607421296981399,0.414418075926269,0.602728404897199
F2919,0.169097881307061,0.390168546003351,0.646716470031244,0.545292961154281,0.657190011601544,0.551152487182258,0.509005413345414,0.428225155676854,0.608490129107826,0.472365093915126,0.502533138298546
F1685,0.287798265963596,0.836606950693654,0.411841954976108,0.406850164607913,0.764658589959528,0.607741699843642,0.576529828781569,0.599299146254209,0.397108936086827,0.710249298905889,-0.799486252834284
F2142,0.299590252006104,0.645816183510088,0.542138780808027,0.493615654080374,0.661356278146075,0.476467526870983,0.398775017283421,0.46010022922107,0.774732017542275,0.322134756125717,-0.144152400079846
F1853,0.328223258824709,0.770395007728864,0.640249177270295,0.425800022214233,0.450674475626738,0.339606937337829,0.523451569368786,0.533927815520129,0.792264042659335,0.213701766472647,0.339222494815976
F2574,0.370347423440229,0.581686687466348,0.468110531822174,0.690934553689507,0.429195714786469,0.663678184087302,0.525114015842776,0.487297755580821,0.550966442514666,0.344114455850015,-1.05190795568509
F1778,0.438025031501821,0.780226097018783,0.457741326637299,0.751204835234611,0.61537797757735,0.322264270531153,0.621212736714061,0.374397940803026,0.818205728022661,0.41378821123119,0.340056292371265
F630,0.309542706176002,0.602252949519509,0.570522343080074,0.470038139635176,0.478948904468144,0.430337622549974,0.62967889464432,0.64938063948982,0.64220614748022,0.201740764211238,0.267572849079188
F2848,0.291450761631273,0.535379153782976,0.534376025507537,0.613065114889586,0.793051258039199,0.495703286147932,0.468718941415923,0.402346312131218,0.599079654222063,0.443957809578756,1.79624386713984
F516,0.307032038800664,0.742665355776494,0.612762524032677,0.44434586836295,0.451515441070653,0.79170768434323,0.481028759933431,0.255240903684202,0.271961401224178,0.123441594567242,0.305999400222512
F345,0.131303156697653,0.30366286956083,0.476409345614434,0.597808812795035,0.577283717339515,0.53223696650635,0.551961889171935,0.365907881698268,0.572459361121493,0.40091870177722,-0.18058643158348
F1678,0.286492211103937,0.824962856635424,0.608080068519279,0.221151403748244,0.561418492093281,0.471449849413209,0.382782245581448,0.317786821806505,0.511377257270674,0.432375469266663,-0.849708795344213
